location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Ayyapanthangal,2,2,792,1400,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,North,3826141
Choolaimedu,2,2,2400,946,Builder,New,Under Construction,House & Villas,1,Semi-Furnished,Under Construction,North,18017117
Guduvancheri,2,2,750,550,Builder,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,2905940
Palavakkam,4,3,3650,746,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,40622008
Kolathur,4,4,1800,1042,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,14507223
Singaperumal Koil,2,2,1100,880,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,4643218
Avadi,2,2,2400,1200,Others,Resale,Above 20 years,House & Villas,1,Unfurnished,Ready to Move,South East,18561010
Puzhal,3,2,2800,865,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,24359817
Arakonam,2,2,1800,775,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,16543948
Pammal,2,2,740,943,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,3655048
Pallikaranai,3,3,1600,808,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,8705079
Kelambakkam,5,6,4400,943,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,22754308
Guduvancheri,3,3,1200,3000,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,South,6253821
Ra Puram,3,3,900,608,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,6325587
Siruseri,3,3,1750,680,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,West,13022455
Sithalapakkam,4,4,2070,8000,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,30461568
Kolathur,2,2,1000,800,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,4794329
Poonamale High Road,3,2,980,1042,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,5266288
T Nagar,4,3,2150,760,Agent,Resale,10 to 15 years,House & Villas,4,Semi-Furnished,Ready to Move,South,15898489
Saligramam,5,5,2300,8000,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,34484278
Guindy,4,2,800,1822,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,5915675
Avadi,2,2,800,1360,Individual,Resale,Under Construction,House & Villas,2,Unfurnished,Ready to Move,North,3598221
Porur,2,2,1100,766,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,4361206
East Coast Road,3,2,960,1125,Individual,New,New Construction,House & Villas,3,Furnished,Ready to Move,North,4147061
East Tambaram,2,2,2600,800,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,23967873
Valasaravakkam,5,6,3600,871,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,32406377
Porur,9,6,4000,2880,Agent,Resale,Above 20 years,House & Villas,2,Semi-Furnished,Ready to Move,South,28255486
Madanandapuram,2,2,1050,783,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,4974374
Guduvancheri,2,2,750,600,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,3346601
Perungudi,1,1,500,852,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,2589555
Saligramam,2,2,1000,852,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,5943328
Chengalpattu,4,4,3000,3020,Individual,Resale,15 to 20 years,House & Villas,2,Semi-Furnished,Ready to Move,North,62013973
Valasaravakkam,1,1,390,2922,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,West,2441072
East Coast Road,3,3,2100,1009,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,14023659
Sithalapakkam,2,2,1150,1700,Builder,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,South,5019427
East Coast Road,3,3,820,1050,Individual,Resale,New Construction,House & Villas,2,Unfurnished,Ready to Move,East,4653116
Mogappair,2,2,1600,578,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Under Construction,East,12719190
Valasaravakkam,4,4,2800,3200,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,South,32921256
Valasaravakkam,4,4,2800,1360,Individual,Resale,Under Construction,House & Villas,2,Unfurnished,Ready to Move,North,30430123
T Nagar,6,5,4000,650,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,67561156
Valasaravakkam,3,4,2200,630,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,15801303
Chengalpattu,3,3,2400,613,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,West,45574582
Chengalpattu,4,5,750,600,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,East,6564260
Perambur,8,8,3200,784,Individual,Resale,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,73899839
Nungambakkam,4,4,3000,774,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,East,37452552
Omr,3,4,2000,1100,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,18727219
Camp Road,1,2,650,661,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,North,3209807
Chengalpattu,2,2,1187,949,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,5327813
neelankarai,3,3,4500,1142,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,27435604
Keelkattalai,2,2,1600,920,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,North,11686061
Velachery,6,4,42,2400,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,11904467
Thiruninravur,4,2,1500,4000,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,South,12561012
Mylapore,5,6,10300,1280,Individual,Resale,Above 20 years,House & Villas,2,Unfurnished,Ready to Move,South,96172418
Valasaravakkam,6,5,3200,316,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,36639138
Thoraipakkam,2,2,1470,1200,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,8535709
Anna Nagar,14,8,4500,430,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,43613906
Sithalapakkam,1,2,1200,826,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,4623122
Ashok Nagar,2,2,810,852,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,3603686
Pallavaram,2,2,1100,800,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,North,5375724
K Nagar,2,2,900,2560,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,5478313
Kolathur,3,2,1700,922,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,13139364
Maduravayol,5,6,3000,728,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,28921830
Porur,2,3,950,608,Builder,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,5633347
Ambattur,2,2,1100,681,Builder,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,14030273
Mangadu,2,1,1000,866,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North,3817167
Alwarpet,3,3,1400,866,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North,9896624
Chembakkam,3,2,1224,1566,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,10427135
Mylapore,6,6,1600,522,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,South,17733027
Pammal,2,2,1500,1632,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,10700775
Madhavaram,1,1,500,400,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,North,2846094
Anakaputhur,2,2,975,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,6060649
Tambaram,4,2,1000,865,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,6451540
T Nagar,15,12,3300,2640,Agent,Resale,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,North,56862384
Perambur,2,2,16371,865,Builder,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,North,70809232
Ramapuram,7,7,8000,852,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,161932315
Guduvancheri,1,1,401,838,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,1129791
Guindy,4,3,1300,800,Individual,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,10894519
Avadi,2,2,1100,290,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,West,6915487
Adyar,3,3,1600,682,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,18004941
Kovilambakkam,2,2,888,710,Individual,New,Under Construction,House & Villas,1,Semi-Furnished,Under Construction,North,3955096
West Mambalam,3,3,1100,967,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,East,12167383
Koyambedu,4,4,2025,3000,Individual,Resale,New Construction,House & Villas,2,Furnished,Ready to Move,North,15715074
Ramapuram,1,2,1202,604,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,West,6895999
Tambaram,3,4,1193,775,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,9959411
Iyyappanthangal,3,3,1900,440,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,13799922
Ashok Nagar,2,2,900,3211,Agent,Resale,5 to 10 years,House & Villas,2,Furnished,Ready to Move,North,7511053
K Nagar,3,3,1800,522,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,South,12166093
Kolathur,2,2,3200,1360,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,21632831
Vadapalani,3,3,1500,594,Agent,New,New Construction,House & Villas,1,Unfurnished,Under Construction,South East,16368207
Sithalapakkam,2,2,750,620,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,3014998
Madipakkam,2,2,1200,540,Individual,Resale,0 to 5 years,House & Villas,2,Semi-Furnished,Ready to Move,East,5855597
Thirumullaivoyal,2,2,1000,880,Individual,New,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,North,4974693
Porur,2,2,3000,750,Individual,New,New Construction,House & Villas,5,Semi-Furnished,Ready to Move,East,18747125
Tambaram,4,4,2550,697,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,30007008
Valasaravakkam,4,4,4000,550,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,North,32662861
East Tambaram,2,2,1125,1505,Individual,Resale,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,North,4948059
Madipakkam,3,3,1300,1253,Individual,Resale,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,North,8791563
Medavakkam,3,3,1500,550,Individual,New,Under Construction,House & Villas,1,Furnished,Under Construction,North,11373094
Perumbakkam,4,4,1450,523,Individual,Resale,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,West,17628517
Valasaravakkam,2,2,2700,4000,Individual,Resale,10 to 15 years,House & Villas,2,Semi-Furnished,Ready to Move,East,30676731
Guduvancheri,3,2,1220,1353,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,8715010
Panayur,10,10,6000,2000,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,South,212011949
Kolathur,2,2,1200,833,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,South,7054222
Muglivakkam,3,3,2400,1920,Individual,New,Type,House & Villas,0,Semi-Furnished,Ready to Move,South,22462765
Pallavaram,2,2,900,2000,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Under Construction,East,4537120
Sembakkam,3,3,1219,1353,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,9642530
Maduravayol,4,4,2900,515,Individual,Resale,5 to 10 years,House & Villas,2,Furnished,Ready to Move,North,21158033
Mangadu,5,5,3125,814,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,North,27321991
Ramapuram,4,3,2250,833,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North East,14891046
Pallikaranai,2,2,1350,784,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,6549696
Thiruvotriyur,4,4,1400,515,Individual,New,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,14445737
Anna Nagar,3,2,1550,1440,Individual,Resale,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,20329725
Valasaravakkam,4,3,3000,1100,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,23458544
Adambakkam Ganesh Nagar,4,4,1800,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,20317128
East Coast Road,2,2,1500,633,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,10184139
Kolathur,7,8,3600,1079,Individual,Resale,Under Construction,House & Villas,4,Semi-Furnished,Under Construction,South,44319899
Avadi,2,2,2425,674,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,East,17759243
Tambaram,4,3,2400,759,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,32047527
Anna Nagar,2,2,1000,1610,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,7110099
Anna Nagar,2,2,1000,975,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,6294236
Omr,3,3,1200,971,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,8228056
Anna Nagar,3,3,6000,1082,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,53115835
Sholinganallur,2,2,2338,1250,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,North,19114567
Kovilambakkam,3,3,1800,2100,Individual,Resale,0 to 5 years,House & Villas,3,Furnished,Ready to Move,East,12633579
East Coast Road,3,3,2700,594,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,19817565
Kodambakkam,2,2,3800,900,Individual,New,New Construction,House & Villas,3,Unfurnished,Ready to Move,North,22477552
Guindy,2,2,1200,1312,Individual,Resale,Above 20 years,House & Villas,1,Semi-Furnished,Ready to Move,East,4407692
neelankarai,7,7,7000,756,Builder,New,Under Construction,House & Villas,1,Furnished,Under Construction,North,160113931
Muglivakkam,3,3,1200,7710,Individual,New,0 to 5 years,House & Villas,10,Semi-Furnished,Ready to Move,North,6159658
Injambakkam,4,4,5000,1700,Individual,New,Under Construction,House & Villas,2,Unfurnished,Ready to Move,East,35911490
Medavakkam,3,3,2000,1288,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,17847561
Virugambakkam,2,2,1800,5399,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,West,16559503
Thiruninravur,2,2,800,1200,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,East,4089578
Thoraipakkam,3,3,1800,200,Individual,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,North,10191902
Porur,2,2,1,800,Individual,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South,2257340
Virugambakkam,3,3,2000,1600,Builder,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,15007137
Royapettah,1,1,2400,600,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,9081624
Selaiyur,3,2,1425,663,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,North,7656464
Uthandi,2,2,1,1680,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,2628930
Virugambakkam,1,2,750,1450,Individual,Resale,Above 20 years,House & Villas,2,Unfurnished,Under Construction,East,3458134
Korattur Sri Krishna Nagar,2,1,600,1700,Individual,New,Type,House & Villas,1,Unfurnished,Ready to Move,West,3565219
Ramapuram Kanadassan Nagar,2,2,1400,1200,Individual,New,15 to 20 years,House & Villas,0,Furnished,Ready to Move,South,6243161
Valasaravakkam,3,3,1978,633,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Under Construction,South,13700679
Mahalingapuram,3,3,3000,2090,Individual,Resale,New Construction,House & Villas,2,Furnished,Ready to Move,East,20627127
Thirumalla Voil,2,2,1150,450,Builder,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,North,4906404
Thiruvalluvar Nagar,3,3,997,797,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,5391470
Porur,1,1,1400,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,3504715
Kovilambakkam,4,4,4895,30,Agent,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,56463031
neelankarai,4,4,2000,970,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,East,16005542
Anna Nagar,3,3,5000,900,Individual,New,New Construction,House & Villas,3,Semi-Furnished,Ready to Move,North,48433928
Nungambakkam,5,5,16800,570,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,119836605
Iyyappanthangal,3,3,1800,1252,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,North,11492925
Pozhichallur,2,2,1000,1750,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,5083361
Porur,3,3,2400,2500,Individual,New,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North,25704561
Madipakkam,3,3,1770,3775,Individual,New,15 to 20 years,House & Villas,2,Semi-Furnished,Ready to Move,North,9730539
Royapettah,3,3,1500,681,Individual,Resale,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,South,11030239
